0,,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,
451.9599915,807.8821411,451.9599915,544.5830078,451.9599915,411.5551758,451.9599915,335.0952454,451.9599915,271.3322754,451.9599915,200.697525,451.9599915,127.6297607,451.9599915,66.19966888,451.9599915,23.45960999,451.9599915,10.15523243,451.9599915,4.377283573,451.9599915,0.3044313788,
453.0299988,827.2963257,453.0299988,561.6577148,453.0299988,421.6480408,453.0299988,337.7302246,453.0299988,278.5580139,453.0299988,208.3573914,453.0299988,131.3186188,453.0299988,67.80430603,453.0299988,24.34738922,453.0299988,10.69047642,453.0299988,4.66399765,453.0299988,0.3778989017,
453.9299927,855.6793823,453.9299927,576.225647,453.9299927,430.7546387,453.9299927,350.2050476,453.9299927,283.3022461,453.9299927,209.8538055,453.9299927,133.550415,453.9299927,70.13222504,453.9299927,24.76767731,453.9299927,11.28820896,453.9299927,4.470263958,453.9299927,0.4194044471,
455,863.0338135,455,582.27771,455,438.263855,455,352.5291748,455,292.6392517,455,217.3551178,455,136.3256683,455,69.87593842,455,25.72999763,455,11.29490852,455,4.521826267,455,0.291182965,
456.0599976,874.1395264,456.0599976,594.8463135,456.0599976,444.3751221,456.0599976,361.8627625,456.0599976,296.7912903,456.0599976,221.671936,456.0599976,138.5337524,456.0599976,73.47628021,456.0599976,25.89261436,456.0599976,12.08935547,456.0599976,4.983420849,456.0599976,0.4812218845,
456.9599915,890.526062,456.9599915,605.0238647,456.9599915,456.1698608,456.9599915,366.2484741,456.9599915,299.9005432,456.9599915,225.4420624,456.9599915,143.1452026,456.9599915,73.09792328,456.9599915,26.16023445,456.9599915,11.98137093,456.9599915,5.089206219,456.9599915,0.2862107754,
458.0299988,910.5435181,458.0299988,614.701416,458.0299988,455.2923889,458.0299988,373.1619568,458.0299988,307.6081238,458.0299988,230.7648773,458.0299988,142.7885437,458.0299988,74.17008209,458.0299988,26.47584343,458.0299988,12.14551449,458.0299988,5.12526226,458.0299988,0.5398920178,
458.9299927,918.0250244,458.9299927,619.2937012,458.9299927,465.1053162,458.9299927,375.9696655,458.9299927,310.1341248,458.9299927,231.7688904,458.9299927,148.5740204,458.9299927,76.2412796,458.9299927,27.16698265,458.9299927,12.82630444,458.9299927,5.034685612,458.9299927,0.2811132073,
460,935.4683838,460,627.2425537,460,473.0968628,460,387.3755493,460,309.9433289,460,236.9808807,460,148.3251801,460,76.39984894,460,27.83132553,460,13.4178009,460,5.208231449,460,0.4411558211,
461.0599976,951.7825317,461.0599976,635.4356689,461.0599976,480.1551819,461.0599976,384.6387329,461.0599976,314.7384644,461.0599976,239.2339783,461.0599976,151.2409363,461.0599976,78.52056122,461.0599976,27.57920074,461.0599976,13.64422798,461.0599976,5.414139748,461.0599976,0.3677522242,
461.9599915,944.6687012,461.9599915,637.9558716,461.9599915,481.7895203,461.9599915,388.8128967,461.9599915,317.4264221,461.9599915,244.0673828,461.9599915,152.7780609,461.9599915,77.09664917,461.9599915,28.3255291,461.9599915,13.22339439,461.9599915,4.863028049,461.9599915,0.5027247667,
463.0299988,959.6235962,463.0299988,650.6812744,463.0299988,486.6707764,463.0299988,394.5444946,463.0299988,321.1429138,463.0299988,242.4224396,463.0299988,153.432663,463.0299988,78.32958221,463.0299988,28.48475075,463.0299988,13.61095142,463.0299988,5.682912827,463.0299988,0.4929896593,
463.9299927,968.9527588,463.9299927,656.0690918,463.9299927,493.9341431,463.9299927,391.078186,463.9299927,321.2384644,463.9299927,245.8403931,463.9299927,156.2063446,463.9299927,80.64612579,463.9299927,28.12609863,463.9299927,13.60661697,463.9299927,5.611972332,463.9299927,0.6355564594,
465,970.9849243,465,652.508606,465,497.8447876,465,398.4227295,465,325.9029236,465,247.1273193,465,154.3594513,465,80.35610962,465,29.89562988,465,13.1979084,465,5.650580406,465,0.552824378,
466.0599976,975.8683472,466.0599976,658.6536865,466.0599976,502.6017456,466.0599976,401.9425049,466.0599976,324.5558472,466.0599976,249.621048,466.0599976,157.7456207,466.0599976,81.9539566,466.0599976,29.22739792,466.0599976,13.26184559,466.0599976,5.292490005,466.0599976,0.6315523386,
466.9599915,979.7982178,466.9599915,665.3150635,466.9599915,500.2490234,466.9599915,404.5219116,466.9599915,330.4500732,466.9599915,248.5216217,466.9599915,156.2039795,466.9599915,81.35037231,466.9599915,28.81736565,466.9599915,14.05047989,466.9599915,5.706593037,466.9599915,0.8310249448,
468.0299988,986.9368896,468.0299988,661.1922607,468.0299988,502.7514038,468.0299988,408.4250183,468.0299988,329.6181335,468.0299988,250.2916718,468.0299988,158.435791,468.0299988,81.68335724,468.0299988,29.41704369,468.0299988,13.2737875,468.0299988,5.499396324,468.0299988,0.5872105956,
468.9299927,973.6394043,468.9299927,664.9302979,468.9299927,502.2210999,468.9299927,404.6246033,468.9299927,331.3337402,468.9299927,251.7169189,468.9299927,158.1655884,468.9299927,81.74523926,468.9299927,30.04327965,468.9299927,12.86815548,468.9299927,5.537671566,468.9299927,0.6215413809,
470,978.411438,470,665.3809204,470,502.0490417,470,402.1751709,470,331.6315002,470,249.6326294,470,155.3981323,470,80.25053406,470,29.25669098,470,13.44192314,470,5.878144264,470,0.6267505288,
471.0599976,974.74823,471.0599976,663.5498657,471.0599976,502.1638184,471.0599976,403.6958008,471.0599976,331.9589233,471.0599976,247.8267059,471.0599976,159.9400635,471.0599976,81.73729706,471.0599976,28.92063332,471.0599976,13.47290039,471.0599976,5.760115147,471.0599976,0.5032809973,
471.9599915,978.9767456,471.9599915,660.3986206,471.9599915,500.9126587,471.9599915,401.5557861,471.9599915,328.7259216,471.9599915,250.9108734,471.9599915,161.5809631,471.9599915,82.31104279,471.9599915,29.48905754,471.9599915,13.59651566,471.9599915,5.970316887,471.9599915,0.832752347,
473.0299988,984.6194458,473.0299988,662.2112427,473.0299988,499.6560974,473.0299988,398.6836548,473.0299988,326.5731812,473.0299988,251.67453,473.0299988,156.7803497,473.0299988,82.25603485,473.0299988,30.17086983,473.0299988,13.75678635,473.0299988,5.672578812,473.0299988,0.6612961292,
473.9299927,967.1307983,473.9299927,653.637085,473.9299927,498.1375427,473.9299927,403.0939026,473.9299927,326.5976257,473.9299927,249.1806641,473.9299927,157.9215088,473.9299927,81.15815735,473.9299927,29.44770241,473.9299927,13.54703712,473.9299927,5.384691238,473.9299927,0.5331964493,
475,964.6196899,475,652.3312988,475,498.4056396,475,395.5209351,475,323.502594,475,249.1487885,475,157.3692932,475,82.02986145,475,29.72522545,475,13.73674774,475,6.02588129,475,0.6806125641,
476.0599976,958.0741577,476.0599976,649.2207031,476.0599976,494.3226013,476.0599976,395.1332703,476.0599976,323.3965149,476.0599976,245.555481,476.0599976,156.2393799,476.0599976,80.90306854,476.0599976,29.34720993,476.0599976,13.6217947,476.0599976,5.990783215,476.0599976,0.8106848001,
476.9599915,960.6749268,476.9599915,651.6755981,476.9599915,491.1616211,476.9599915,384.9589844,476.9599915,323.0541992,476.9599915,245.0644531,476.9599915,153.7927704,476.9599915,81.13574219,476.9599915,28.6860714,476.9599915,13.68770981,476.9599915,5.611454964,476.9599915,1.021962523,
478.0299988,944.137207,478.0299988,642.8057251,478.0299988,481.4049683,478.0299988,393.0352783,478.0299988,321.0227051,478.0299988,243.6859589,478.0299988,152.2036285,478.0299988,79.98273468,478.0299988,29.16969109,478.0299988,13.61507225,478.0299988,5.504329205,478.0299988,0.7221443057,
478.9299927,950.9995728,478.9299927,641.0073853,478.9299927,480.5481567,478.9299927,392.8122864,478.9299927,315.0625,478.9299927,244.1353302,478.9299927,150.8204041,478.9299927,78.64668274,478.9299927,28.7153759,478.9299927,13.42334652,478.9299927,5.710499287,478.9299927,0.9555113912,
480,937.4369507,480,639.7390137,480,481.7961731,480,382.1301575,480,316.6395874,480,243.5988617,480,151.1912689,480,78.28952789,480,28.8469429,480,13.4332428,480,5.903574944,480,0.9383063316,
481.0599976,927.465332,481.0599976,630.7313843,481.0599976,474.7363892,481.0599976,379.7045288,481.0599976,318.0572815,481.0599976,239.6014862,481.0599976,147.5192566,481.0599976,79.02182007,481.0599976,27.68961143,481.0599976,13.11552238,481.0599976,5.64713335,481.0599976,0.9177536964,
481.9599915,917.420105,481.9599915,622.9962158,481.9599915,469.8471375,481.9599915,376.8829956,481.9599915,310.0003967,481.9599915,234.8950348,481.9599915,149.4157562,481.9599915,77.68126678,481.9599915,28.77977753,481.9599915,13.44295788,481.9599915,5.90465641,481.9599915,0.8211660385,
483.0299988,909.4597778,483.0299988,615.1716309,483.0299988,474.3419189,483.0299988,372.8930359,483.0299988,309.5936584,483.0299988,234.2950592,483.0299988,146.4006805,483.0299988,78.35147095,483.0299988,28.35423088,483.0299988,12.62524605,483.0299988,5.724062443,483.0299988,0.8278782964,
483.9299927,907.4281616,483.9299927,618.7344971,483.9299927,460.7125854,483.9299927,372.2764282,483.9299927,304.8404541,483.9299927,231.3478241,483.9299927,144.4223938,483.9299927,76.00608826,483.9299927,27.41679955,483.9299927,13.04875374,483.9299927,5.97056675,483.9299927,0.9122097492,
485,888.3249512,485,609.5685425,485,458.1610413,485,369.8947144,485,304.3562622,485,229.410965,485,145.6768799,485,75.63304138,485,28.06646729,485,12.90527534,485,5.468271732,485,0.9420348406,
486.0599976,870.0132446,486.0599976,596.6363525,486.0599976,452.6133423,486.0599976,367.1252747,486.0599976,296.3070068,486.0599976,227.3457489,486.0599976,140.7792816,486.0599976,74.07698059,486.0599976,27.78846169,486.0599976,13.07421207,486.0599976,5.979823112,486.0599976,1.110461831,
486.9599915,869.7862549,486.9599915,588.2113647,486.9599915,443.3385925,486.9599915,361.5098877,486.9599915,296.3668823,486.9599915,222.7707214,486.9599915,139.5611572,486.9599915,75.07322693,486.9599915,27.18515587,486.9599915,12.81892776,486.9599915,5.643638611,486.9599915,0.8904719949,
488.0299988,859.6540527,488.0299988,586.112854,488.0299988,445.508667,488.0299988,355.6777649,488.0299988,289.7466736,488.0299988,220.1180878,488.0299988,138.6554718,488.0299988,73.7677536,488.0299988,26.97838211,488.0299988,12.31267548,488.0299988,5.413527489,488.0299988,0.918291986,
488.9299927,841.3912964,488.9299927,576.3808594,488.9299927,434.5785828,488.9299927,349.9772644,488.9299927,286.4431458,488.9299927,219.3075256,488.9299927,137.1779785,488.9299927,71.3912735,488.9299927,26.31225586,488.9299927,12.54725647,488.9299927,5.281480789,488.9299927,1.005499482,
490,830.3008423,490,562.9094238,490,428.7088318,490,346.8552856,490,283.2316895,490,215.3011017,490,133.0030823,490,71.22348785,490,26.81290817,490,11.71806335,490,5.463328362,490,1.03454566,
491.0599976,817.9732056,491.0599976,557.3721924,491.0599976,425.0216064,491.0599976,340.3369141,491.0599976,276.3819885,491.0599976,213.3206024,491.0599976,132.8315887,491.0599976,70.68323517,491.0599976,25.26845169,491.0599976,12.54444885,491.0599976,5.720776558,491.0599976,1.038279176,
491.9599915,797.5693359,491.9599915,547.8250122,491.9599915,415.4946594,491.9599915,335.9145203,491.9599915,275.401062,491.9599915,208.7119293,491.9599915,132.207016,491.9599915,69.53766632,491.9599915,26.1523571,491.9599915,11.40691948,491.9599915,5.35884428,491.9599915,1.087209821,
493.0299988,787.9624634,493.0299988,539.7035522,493.0299988,402.9949951,493.0299988,328.0312195,493.0299988,273.9491272,493.0299988,206.8093109,493.0299988,128.9608459,493.0299988,66.65338898,493.0299988,25.29362297,493.0299988,11.17930794,493.0299988,5.298223019,493.0299988,1.159666777,
493.9299927,782.71698,493.9299927,533.8682861,493.9299927,405.0460205,493.9299927,326.4961243,493.9299927,266.1781921,493.9299927,203.5825653,493.9299927,127.7422028,493.9299927,67.64182281,493.9299927,24.78102112,493.9299927,11.76565742,493.9299927,5.284640789,493.9299927,1.072045445,
495,770.1936035,495,524.25,495,395.1904602,495,319.0787354,495,259.777771,495,201.7638397,495,125.0329437,495,66.06784821,495,24.1601696,495,10.98549271,495,5.602241039,495,0.9982031584,
496.0599976,760.3488159,496.0599976,515.1992798,496.0599976,390.0390015,496.0599976,314.9200745,496.0599976,260.5944519,496.0599976,199.4613342,496.0599976,123.2261047,496.0599976,65.24715424,496.0599976,24.47651863,496.0599976,11.24890709,496.0599976,4.864311218,496.0599976,0.9702202082,
496.9599915,745.0333862,496.9599915,504.9269104,496.9599915,383.0386047,496.9599915,312.333374,496.9599915,256.9938049,496.9599915,195.0810852,496.9599915,122.6216583,496.9599915,65.31308746,496.9599915,23.86687469,496.9599915,10.98590469,496.9599915,5.249077797,496.9599915,1.060077906,
498.0299988,731.9509888,498.0299988,498.1939087,498.0299988,376.5613708,498.0299988,303.5919189,498.0299988,252.500885,498.0299988,192.1534576,498.0299988,122.3495255,498.0299988,63.37890625,498.0299988,23.42719841,498.0299988,11.15314484,498.0299988,5.182651997,498.0299988,1.196172237,
498.9299927,718.8982544,498.9299927,489.8556519,498.9299927,371.1617737,498.9299927,299.5516357,498.9299927,248.3969116,498.9299927,188.7317505,498.9299927,117.5982819,498.9299927,61.29525375,498.9299927,23.34110069,498.9299927,11.14973068,498.9299927,5.335198402,498.9299927,1.236263752,
500,695.3843994,500,478.9787598,500,360.8927307,500,294.4156189,500,240.9374542,500,185.9348755,500,112.5916595,500,59.24410629,500,23.05208015,500,10.76504421,500,5.190553188,500,1.224860668,
501.0400085,691.0820313,501.0400085,469.0653076,501.0400085,353.0804749,501.0400085,285.8833923,501.0400085,234.7989349,501.0400085,184.0932922,501.0400085,113.2300797,501.0400085,61.05796814,501.0400085,21.55205536,501.0400085,11.0329752,501.0400085,5.082337856,501.0400085,1.064332962,
501.9400024,682.2996826,501.9400024,462.8735352,501.9400024,348.4556885,501.9400024,284.9119263,501.9400024,233.2658081,501.9400024,176.0364227,501.9400024,112.2656174,501.9400024,58.69229507,501.9400024,22.12407875,501.9400024,10.63596725,501.9400024,4.717996597,501.9400024,1.32538116,
502.980011,663.6853638,502.980011,452.7325439,502.980011,342.7759705,502.980011,280.1919556,502.980011,227.2708893,502.980011,172.9707642,502.980011,110.5585861,502.980011,58.00557709,502.980011,21.10834503,502.980011,10.16887951,502.980011,4.726536274,502.980011,1.324800253,
504.019989,657.3764648,504.019989,445.7880554,504.019989,331.5019836,504.019989,273.7188721,504.019989,222.8488312,504.019989,171.6972504,504.019989,106.7086105,504.019989,56.89755249,504.019989,20.48236465,504.019989,10.02974701,504.019989,4.58163023,504.019989,1.480954885,
505.0700073,631.9504395,505.0700073,437.1322021,505.0700073,326.3114929,505.0700073,267.967926,505.0700073,218.8233032,505.0700073,167.3712463,505.0700073,103.8945541,505.0700073,55.48594284,505.0700073,20.97668839,505.0700073,10.44534397,505.0700073,4.923885822,505.0700073,1.316099644,
505.9700012,626.6019287,505.9700012,424.2627869,505.9700012,320.5496826,505.9700012,263.8509827,505.9700012,215.193161,505.9700012,161.1395721,505.9700012,104.3008881,505.9700012,55.20427704,505.9700012,19.55094528,505.9700012,9.497749329,505.9700012,4.800568581,505.9700012,1.249058247,
507.0100098,615.3453369,507.0100098,414.6881714,507.0100098,312.9391479,507.0100098,256.8695068,507.0100098,212.6849213,507.0100098,160.9758911,507.0100098,101.055748,507.0100098,52.66042709,507.0100098,19.55791092,507.0100098,9.960121155,507.0100098,4.460199356,507.0100098,1.305785537,
508.0499878,597.8040161,508.0499878,408.7666321,508.0499878,309.956665,508.0499878,250.4850311,508.0499878,205.4031372,508.0499878,157.1968994,508.0499878,97.6960144,508.0499878,50.7719574,508.0499878,19.31793404,508.0499878,10.04446888,508.0499878,4.367402554,508.0499878,1.285541415,
508.9500122,589.1348267,508.9500122,403.7401733,508.9500122,303.4795532,508.9500122,241.9251251,508.9500122,204.3468018,508.9500122,156.0347748,508.9500122,97.09918976,508.9500122,52.11049271,508.9500122,19.97983742,508.9500122,9.598675728,508.9500122,5.013091087,508.9500122,1.451264977,
510,573.975708,510,394.0735474,510,296.7524109,510,242.076355,510,197.3318481,510,151.8464661,510,94.91760254,510,50.79790497,510,18.90853882,510,9.458809853,510,4.448451996,510,1.405086398,
511.0400085,560.4332275,511.0400085,383.5179749,511.0400085,287.5587769,511.0400085,235.8713989,511.0400085,193.095047,511.0400085,146.6286011,511.0400085,90.49055481,511.0400085,48.75648117,511.0400085,18.39891624,511.0400085,9.079320908,511.0400085,4.090553761,511.0400085,1.336140513,
511.9400024,551.5911255,511.9400024,377.2182007,511.9400024,282.9356995,511.9400024,227.8817291,511.9400024,189.7920227,511.9400024,145.450119,511.9400024,91.00180054,511.9400024,47.95557785,511.9400024,18.03461075,511.9400024,9.124442101,511.9400024,4.473387241,511.9400024,1.256640196,
512.9799805,538.9231567,512.9799805,367.2632446,512.9799805,276.2341919,512.9799805,222.8655853,512.9799805,185.9576416,512.9799805,141.3252563,512.9799805,89.47528839,512.9799805,47.69861221,512.9799805,17.80295372,512.9799805,8.883863449,512.9799805,4.454932213,512.9799805,1.294027209,
514.0200195,518.3974609,514.0200195,356.5605164,514.0200195,270.5385132,514.0200195,216.3943634,514.0200195,181.8427582,514.0200195,135.1462555,514.0200195,87.11756134,514.0200195,45.56384277,514.0200195,17.43662262,514.0200195,8.301107407,514.0200195,4.095753193,514.0200195,1.600745678,
515.0700073,515.1744385,515.0700073,348.3380127,515.0700073,263.0415649,515.0700073,212.1503754,515.0700073,176.338028,515.0700073,133.7386017,515.0700073,85.22738647,515.0700073,45.36910629,515.0700073,16.71087074,515.0700073,8.433501244,515.0700073,4.039534092,515.0700073,1.123032212,
515.9699707,498.0961304,515.9699707,341.3995972,515.9699707,257.1165466,515.9699707,208.7232056,515.9699707,170.0361176,515.9699707,133.7647858,515.9699707,83.34315491,515.9699707,44.85089493,515.9699707,17.07431412,515.9699707,7.811000347,515.9699707,4.134498596,515.9699707,1.449187875,
517.0100098,493.2008057,517.0100098,329.117981,517.0100098,252.7580566,517.0100098,203.9297943,517.0100098,167.2944946,517.0100098,126.9316711,517.0100098,80.83200073,517.0100098,43.39047623,517.0100098,16.59277153,517.0100098,7.843062401,517.0100098,4.015516281,517.0100098,1.351711154,
518.0499878,477.4634399,518.0499878,319.1877747,518.0499878,244.4606781,518.0499878,197.1294556,518.0499878,162.2581635,518.0499878,123.9904709,518.0499878,79.01880646,518.0499878,42.40583038,518.0499878,15.99153328,518.0499878,7.878947258,518.0499878,3.740820408,518.0499878,1.423053503,
518.9500122,467.7352905,518.9500122,314.298645,518.9500122,239.2371368,518.9500122,196.2427673,518.9500122,163.0878296,518.9500122,122.7601089,518.9500122,77.81583405,518.9500122,41.72422791,518.9500122,15.92477798,518.9500122,8.065609932,518.9500122,3.82969141,518.9500122,1.158536553,
520,453.8569946,520,310.2348022,520,233.4692841,520,194.5397339,520,158.2852783,520,120.1802063,520,76.17384338,520,40.21100616,520,15.29781342,520,7.695977688,520,3.843275309,520,1.594927788,
521.0599976,443.4910889,521.0599976,302.5927124,521.0599976,227.2446442,521.0599976,185.5396118,521.0599976,153.3293152,521.0599976,114.8452377,521.0599976,73.31297302,521.0599976,39.63222122,521.0599976,15.24785328,521.0599976,7.431018829,521.0599976,3.641061783,521.0599976,1.466973305,
521.960022,431.3361816,521.960022,292.7682495,521.960022,227.1524353,521.960022,181.6973724,521.960022,148.8479614,521.960022,113.2524796,521.960022,71.62807465,521.960022,38.17346573,521.960022,14.53227901,521.960022,7.142710209,521.960022,3.596553564,521.960022,1.425197482,
523.0300293,420.606781,523.0300293,284.025116,523.0300293,216.687088,523.0300293,176.6963196,523.0300293,146.8599701,523.0300293,111.8322983,523.0300293,69.36368561,523.0300293,37.37681198,523.0300293,14.03415585,523.0300293,6.980110645,523.0300293,3.724321842,523.0300293,1.577513337,
523.9299927,414.2083435,523.9299927,280.4737549,523.9299927,213.4636688,523.9299927,174.3853302,523.9299927,143.3486633,523.9299927,107.8875961,523.9299927,69.16114044,523.9299927,37.15092087,523.9299927,13.90155888,523.9299927,7.183161259,523.9299927,4.018740654,523.9299927,1.257453442,
525,401.952179,525,272.4593506,525,205.7303925,525,167.7799072,525,138.4428253,525,105.8865662,525,67.20062256,525,36.15071106,525,13.72337246,525,6.898836613,525,3.730734825,525,1.558339119,
526.0599976,386.8731995,526.0599976,268.1929016,526.0599976,200.7131653,526.0599976,165.4594116,526.0599976,134.8154144,526.0599976,102.7761154,526.0599976,64.00341034,526.0599976,34.85565186,526.0599976,13.17286396,526.0599976,6.761759758,526.0599976,3.643945456,526.0599976,1.283797026,
526.960022,375.7237549,526.960022,260.3209229,526.960022,196.8154755,526.960022,161.0869751,526.960022,132.7312012,526.960022,99.27001953,526.960022,64.14046478,526.960022,33.93323135,526.960022,12.9178009,526.960022,6.685467243,526.960022,3.554382086,526.960022,1.367705584,
528.0300293,366.3284607,528.0300293,249.5638428,528.0300293,194.576416,528.0300293,157.6515808,528.0300293,128.0149231,528.0300293,98.79686737,528.0300293,62.19312668,528.0300293,33.19585419,528.0300293,12.43690681,528.0300293,6.510467052,528.0300293,3.210463762,528.0300293,1.235235095,
528.9299927,363.6543884,528.9299927,248.128067,528.9299927,188.5125732,528.9299927,152.4578705,528.9299927,126.6921768,528.9299927,94.95973206,528.9299927,60.93442917,528.9299927,32.7202034,528.9299927,12.28638649,528.9299927,6.052425861,528.9299927,3.202010393,528.9299927,1.459427834,
530,350.4311829,530,239.3610992,530,180.9756165,530,149.6542511,530,122.7163773,530,92.33524323,530,58.85669708,530,31.00387764,530,12.05766201,530,6.279248714,530,3.16725564,530,1.314536095,
531.039978,346.0253296,531.039978,235.9963074,531.039978,176.8877258,531.039978,144.9502258,531.039978,120.29422,531.039978,89.73254395,531.039978,56.76786804,531.039978,30.11550331,531.039978,11.66735268,531.039978,6.122731209,531.039978,3.473030567,531.039978,1.409814,
531.9400024,334.4257813,531.9400024,229.3363647,531.9400024,171.3132477,531.9400024,141.0016022,531.9400024,114.9031677,531.9400024,88.65118408,531.9400024,55.76536942,531.9400024,29.50432014,531.9400024,11.5396719,531.9400024,6.035907745,531.9400024,3.164758682,531.9400024,1.423600078,
532.9799805,325.702301,532.9799805,222.7752991,532.9799805,166.8152466,532.9799805,137.6393127,532.9799805,111.2880096,532.9799805,84.71669006,532.9799805,54.6299324,532.9799805,28.82686043,532.9799805,11.45077419,532.9799805,5.651164055,532.9799805,3.235604763,532.9799805,1.509588003,
534.0200195,317.0109863,534.0200195,215.7596588,534.0200195,163.754425,534.0200195,131.8218842,534.0200195,109.1492462,534.0200195,83.43569946,534.0200195,52.51710892,534.0200195,28.2046299,534.0200195,11.0734911,534.0200195,5.644664288,534.0200195,3.106020212,534.0200195,1.276324153,
535.0700073,305.4900208,535.0700073,211.0197754,535.0700073,160.8276215,535.0700073,128.062912,535.0700073,107.1300201,535.0700073,80.37923431,535.0700073,50.40038681,535.0700073,27.11314392,535.0700073,10.75500965,535.0700073,5.891739368,535.0700073,2.984832287,535.0700073,1.336380482,
535.9699707,300.0554504,535.9699707,206.0591888,535.9699707,153.6205139,535.9699707,125.8811646,535.9699707,103.8194962,535.9699707,79.36084747,535.9699707,51.03939438,535.9699707,26.98138237,535.9699707,10.78962231,535.9699707,5.809078693,535.9699707,3.34764123,535.9699707,1.355553746,
537.0100098,293.3401489,537.0100098,197.5917358,537.0100098,149.5116119,537.0100098,122.7028961,537.0100098,101.9980164,537.0100098,76.72251892,537.0100098,48.17189407,537.0100098,25.92264557,537.0100098,9.671104431,537.0100098,5.397360802,537.0100098,3.241627455,537.0100098,1.298104763,
538.0499878,283.5318298,538.0499878,194.5619659,538.0499878,144.8348999,538.0499878,119.9736481,538.0499878,97.93077087,538.0499878,75.21568298,538.0499878,48.13703537,538.0499878,24.94857025,538.0499878,9.424063683,538.0499878,5.355068684,538.0499878,3.162593365,538.0499878,1.239352345,
